datetime,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_Average
2011-12-31 17:00:00,4,,94.0,,-1.0,49.51,1027.1,9.0,SW,10.0,0.0,0.0,94.0
2011-12-31 18:00:00,4,,99.0,,0.0,56.99,1027.1,8.0,NW,3.0,0.0,0.0,99.0
2011-12-31 19:00:00,4,,101.0,,-1.0,56.72,1028.1,7.0,NE,2.0,0.0,0.0,101.0
2011-12-31 20:00:00,4,,100.0,,1.0,65.59,1028.1,7.0,SE,2.0,0.0,0.0,100.0
2011-12-31 21:00:00,4,,97.0,,1.0,65.59,1028.1,7.0,SE,4.0,0.0,0.0,97.0
2011-12-31 22:00:00,4,,106.0,,1.0,65.59,1028.1,7.0,SE,7.0,0.0,0.0,106.0
2012-01-01 08:00:00,4,,134.0,,2.0,80.92,1030.1,5.0,NE,4.0,0.0,0.0,134.0
2012-01-01 09:00:00,4,,131.0,,1.0,70.27,1031.2,6.0,NE,9.0,0.0,0.0,131.0
2012-01-01 10:00:00,4,,100.0,,-1.0,60.76,1031.2,6.0,NW,5.0,0.0,0.0,100.0
2012-01-01 11:00:00,4,,98.0,,-3.0,45.7,1030.1,8.0,NW,11.0,0.0,0.0,98.0
2012-01-01 12:00:00,4,,68.0,,-4.0,42.4,1029.1,8.0,NE,7.0,0.0,0.0,68.0
2012-01-01 13:00:00,4,,71.0,,-3.0,45.7,1029.1,8.0,NW,6.0,0.0,0.0,71.0
2012-01-01 14:00:00,4,,78.0,,-3.0,45.7,1029.1,8.0,NE,7.0,0.0,0.0,78.0
2012-01-01 15:00:00,4,,85.0,,-3.0,45.7,1029.1,8.0,NE,13.0,0.0,0.0,85.0
2012-01-01 16:00:00,4,,96.0,,-3.0,45.7,1029.1,8.0,NE,20.0,0.0,0.0,96.0
2012-01-01 17:00:00,4,,143.0,,-1.0,56.72,1030.1,7.0,NE,27.0,0.0,0.0,143.0
2012-01-01 18:00:00,4,,151.0,,-1.0,56.72,1030.1,7.0,NE,34.0,0.0,0.0,151.0
2012-01-01 19:00:00,4,,162.0,,-1.0,65.13,1031.2,5.0,NE,42.0,0.0,0.0,162.0
2012-01-01 20:00:00,4,,113.0,,-1.0,69.85,1031.2,4.0,NE,47.0,0.0,0.0,113.0
2012-01-01 21:00:00,4,,73.0,,-2.0,69.64,1031.2,3.0,NE,51.0,0.0,0.0,73.0
2012-01-01 22:00:00,4,,64.0,,-2.0,69.64,1031.2,3.0,NE,55.0,0.0,0.0,64.0
2012-01-01 23:00:00,4,,57.0,,-2.0,74.78,1030.1,2.0,NE,58.0,0.0,0.0,57.0
2012-01-02 00:00:00,4,,38.0,,-2.0,69.64,1030.1,3.0,NE,62.0,0.0,0.0,38.0
2012-01-02 01:00:00,4,,31.0,,-3.0,69.43,1029.1,2.0,NE,65.0,0.0,0.0,31.0
2012-01-02 02:00:00,4,,39.0,,-3.0,64.66,1030.1,3.0,NW,3.0,0.0,0.0,39.0
2012-01-02 03:00:00,4,,38.0,,-3.0,69.43,1030.1,2.0,NW,6.0,0.0,0.0,38.0
2012-01-02 04:00:00,4,,37.0,,-3.0,74.59,1029.1,1.0,cv,1.0,0.0,0.0,37.0
2012-01-02 05:00:00,4,,44.0,,-3.0,74.59,1029.1,1.0,NW,2.0,0.0,0.0,44.0
2012-01-02 06:00:00,4,,57.0,,-3.0,69.43,1029.1,2.0,NE,1.0,0.0,0.0,57.0
2012-01-02 07:00:00,4,,58.0,,-3.0,74.59,1029.1,1.0,NW,3.0,0.0,0.0,58.0
2012-01-02 08:00:00,4,,68.0,,-2.0,69.64,1030.1,3.0,NW,5.0,0.0,0.0,68.0
2012-01-02 09:00:00,4,,77.0,,-1.0,74.96,1030.1,3.0,NW,6.0,0.0,0.0,77.0
2012-01-02 10:00:00,4,,79.0,,-1.0,65.13,1031.2,5.0,NE,2.0,0.0,0.0,79.0
2012-01-02 11:00:00,4,,55.0,,-3.0,48.93,1029.1,7.0,NE,5.0,0.0,0.0,55.0
2012-01-02 12:00:00,4,,42.0,,-4.0,45.4,1028.1,7.0,NW,2.0,0.0,0.0,42.0
2012-01-02 13:00:00,4,,44.0,,-4.0,39.63,1027.1,9.0,NW,5.0,0.0,0.0,44.0
2012-01-02 14:00:00,4,,48.0,,-3.0,45.7,1026.1,8.0,cv,1.0,0.0,0.0,48.0
2012-01-02 15:00:00,4,,50.0,,-4.0,42.4,1025.1,8.0,NE,2.0,0.0,0.0,50.0
2012-01-02 16:00:00,4,,57.0,,-4.0,42.4,1025.1,8.0,NE,3.0,0.0,0.0,57.0
2012-01-02 17:00:00,4,,65.0,,-3.0,48.93,1026.1,7.0,NE,7.0,0.0,0.0,65.0
2012-01-02 18:00:00,4,,63.0,,-3.0,52.41,1026.1,6.0,NE,10.0,0.0,0.0,63.0
2012-01-02 19:00:00,4,,54.0,,-1.0,60.76,1026.1,6.0,NE,12.0,0.0,0.0,54.0
2012-01-02 20:00:00,4,,44.0,,-1.0,65.13,1027.1,5.0,NE,14.0,0.0,0.0,44.0
2012-01-02 21:00:00,4,,46.0,,-2.0,60.51,1027.1,5.0,NE,16.0,0.0,0.0,46.0
2012-01-02 22:00:00,4,,42.0,,-1.0,69.85,1027.1,4.0,NE,18.0,0.0,0.0,42.0
2012-01-02 23:00:00,4,,39.0,,-2.0,69.64,1027.1,3.0,NE,21.0,0.0,0.0,39.0
2012-01-03 00:00:00,4,,43.0,,-2.0,69.64,1027.1,3.0,NE,24.0,0.0,0.0,43.0
2012-01-03 01:00:00,4,,44.0,,-1.0,74.96,1027.1,3.0,NE,26.0,0.0,0.0,44.0
2012-01-03 02:00:00,4,,39.0,,-2.0,69.64,1026.1,3.0,NE,27.0,0.0,0.0,39.0
2012-01-03 03:00:00,4,,40.0,,-2.0,74.78,1026.1,2.0,NE,29.0,0.0,0.0,40.0
2012-01-03 04:00:00,4,,42.0,,-2.0,74.78,1026.1,2.0,NE,31.0,0.0,0.0,42.0
2012-01-03 05:00:00,4,,38.0,,-1.0,80.49,1027.1,2.0,NW,3.0,0.0,0.0,38.0
2012-01-03 06:00:00,4,,52.0,,-1.0,74.96,1027.1,3.0,NW,6.0,0.0,0.0,52.0
2012-01-03 07:00:00,4,,58.0,,-1.0,74.96,1028.1,3.0,NW,9.0,0.0,0.0,58.0
2012-01-03 08:00:00,4,,54.0,,-1.0,69.85,1028.1,4.0,NW,12.0,0.0,0.0,54.0
2012-01-03 09:00:00,4,,62.0,,-1.0,69.85,1029.1,4.0,NW,15.0,0.0,0.0,62.0
2012-01-03 10:00:00,4,,69.0,,-1.0,65.13,1029.1,5.0,NW,19.0,0.0,0.0,69.0
2012-01-03 11:00:00,4,,85.0,,-2.0,60.51,1029.1,5.0,NW,24.0,0.0,0.0,85.0
2012-01-03 12:00:00,4,,124.0,,-3.0,52.41,1028.1,6.0,NW,30.0,0.0,0.0,124.0
2012-01-03 13:00:00,4,,144.0,,-2.0,60.51,1028.1,5.0,NW,38.0,0.0,0.0,144.0
2012-01-03 14:00:00,4,,219.0,,-3.0,56.18,1027.1,5.0,NW,45.0,0.0,0.0,219.0
2012-01-03 15:00:00,4,,194.0,,-4.0,52.13,1028.1,5.0,NW,52.0,0.0,0.0,194.0
2012-01-03 16:00:00,4,,123.0,,-8.0,41.17,1028.1,4.0,NW,59.0,0.0,0.0,123.0
2012-01-03 17:00:00,4,,86.0,,-8.0,41.17,1029.1,4.0,NW,65.0,0.0,0.0,86.0
2012-01-03 18:00:00,4,,85.0,,-11.0,34.88,1030.1,3.0,NW,71.0,0.0,0.0,85.0
2012-01-03 19:00:00,4,,63.0,,-13.0,29.69,1030.1,3.0,NW,78.0,0.0,0.0,63.0
2012-01-03 20:00:00,4,,58.0,,-12.0,34.56,1031.2,2.0,NW,84.0,0.0,0.0,58.0
2012-01-03 21:00:00,4,,64.0,,-12.0,34.56,1031.2,2.0,NW,90.0,0.0,0.0,64.0
2012-01-03 22:00:00,4,,79.0,,-11.0,37.45,1031.8,2.0,NW,96.0,0.0,0.0,79.0
2012-01-03 23:00:00,4,,85.0,,-10.0,40.55,1031.8,2.0,NW,102.0,0.0,0.0,85.0
2012-01-04 00:00:00,4,,97.0,,-10.0,43.57,1031.8,1.0,NW,109.0,0.0,0.0,97.0
2012-01-04 01:00:00,4,,85.0,,-10.0,46.84,1031.8,0.0,NW,114.0,0.0,0.0,85.0
2012-01-04 02:00:00,4,,81.0,,-10.0,46.84,1032.9,0.0,NW,120.0,0.0,0.0,81.0
2012-01-04 03:00:00,4,,105.0,,-9.0,50.68,1032.9,0.0,NW,126.0,0.0,0.0,105.0
2012-01-04 04:00:00,4,,111.0,,-9.0,54.51,1032.9,-1.0,NW,131.0,0.0,0.0,111.0
2012-01-04 05:00:00,4,,105.0,,-10.0,50.38,1032.9,-1.0,NW,136.0,0.0,0.0,105.0
2012-01-04 06:00:00,4,,93.0,,-10.0,50.38,1033.9,-1.0,NW,140.0,0.0,0.0,93.0
2012-01-04 07:00:00,4,,88.0,,-10.0,54.23,1034.9,-2.0,NW,145.0,0.0,0.0,88.0
2012-01-04 08:00:00,4,,88.0,,-10.0,50.38,1034.9,-1.0,NW,150.0,0.0,0.0,88.0
2012-01-04 09:00:00,4,,87.0,,-12.0,39.92,1035.9,0.0,NW,156.0,0.0,0.0,87.0
2012-01-04 10:00:00,4,,75.0,,-13.0,31.88,1035.9,2.0,NW,163.0,0.0,0.0,75.0
2012-01-04 11:00:00,4,,55.0,,-14.0,29.38,1034.9,2.0,NW,170.0,0.0,0.0,55.0
2012-01-04 12:00:00,4,,44.0,,-15.0,25.19,1033.9,3.0,NW,177.0,0.0,0.0,44.0
2012-01-04 13:00:00,4,,46.0,,-17.0,21.32,1032.9,3.0,NW,185.0,0.0,0.0,46.0
2012-01-04 14:00:00,4,,47.0,,-17.0,19.87,1032.9,4.0,NW,193.0,0.0,0.0,47.0
2012-01-04 15:00:00,4,,54.0,,-14.0,25.49,1032.9,4.0,NW,199.0,0.0,0.0,54.0
2012-01-04 16:00:00,4,,47.0,,-15.0,25.19,1032.9,3.0,NW,206.0,0.0,0.0,47.0
2012-01-04 17:00:00,4,,52.0,,-15.0,27.05,1032.9,2.0,NE,5.0,0.0,0.0,52.0
2012-01-04 18:00:00,4,,54.0,,-14.0,29.38,1033.9,2.0,NW,4.0,0.0,0.0,54.0
2012-01-04 19:00:00,4,,58.0,,-13.0,36.82,1033.9,0.0,NE,4.0,0.0,0.0,58.0
2012-01-04 20:00:00,4,,55.0,,-14.0,31.56,1033.9,1.0,NW,3.0,0.0,0.0,55.0
2012-01-04 21:00:00,4,,64.0,,-11.0,46.53,1033.9,-1.0,NE,4.0,0.0,0.0,64.0
2012-01-04 22:00:00,4,,64.0,,-10.0,50.38,1033.9,-1.0,NE,7.0,0.0,0.0,64.0
2012-01-04 23:00:00,4,,49.0,,-9.0,54.51,1033.9,-1.0,NE,10.0,0.0,0.0,49.0
2012-01-05 00:00:00,4,,53.0,,-8.0,63.45,1033.9,-2.0,NE,13.0,0.0,0.0,53.0
2012-01-05 01:00:00,4,,51.0,,-8.0,58.95,1032.9,-1.0,NE,17.0,0.0,0.0,51.0
2012-01-05 02:00:00,4,,39.0,,-8.0,58.95,1032.9,-1.0,NE,20.0,0.0,0.0,39.0
2012-01-05 03:00:00,4,,38.0,,-7.0,59.21,1031.8,0.0,NE,24.0,0.0,0.0,38.0
2012-01-05 04:00:00,4,,38.0,,-7.0,63.69,1032.9,-1.0,NW,2.0,0.0,0.0,38.0
2012-01-05 05:00:00,4,,36.0,,-7.0,63.69,1032.9,-1.0,NE,2.0,0.0,0.0,36.0
2012-01-05 06:00:00,4,,38.0,,-7.0,63.69,1032.9,-1.0,NE,5.0,0.0,0.0,38.0
2012-01-05 07:00:00,4,,46.0,,-8.0,54.8,1033.9,0.0,NW,3.0,0.0,0.0,46.0
2012-01-05 08:00:00,4,,50.0,,-11.0,43.26,1032.9,0.0,NW,6.0,0.0,0.0,50.0
2012-01-05 09:00:00,4,,49.0,,-11.0,40.24,1033.9,1.0,NW,9.0,0.0,0.0,49.0
2012-01-05 10:00:00,4,,49.0,,-11.0,37.45,1032.9,2.0,NE,3.0,0.0,0.0,49.0
2012-01-05 11:00:00,4,,,,-11.0,32.5,1031.8,4.0,cv,2.0,0.0,0.0,49.333333333333336
2012-01-05 12:00:00,4,,,,-11.0,30.31,1031.2,5.0,NW,2.0,0.0,0.0,49.666666666666664
2012-01-05 13:00:00,4,,50.0,,-11.0,30.31,1030.1,5.0,NW,4.0,0.0,0.0,50.0
2012-01-05 14:00:00,4,,50.0,,-12.0,26.09,1029.1,6.0,SW,2.0,0.0,0.0,50.0
2012-01-05 15:00:00,4,,59.0,,-13.0,24.06,1029.1,6.0,SW,4.0,0.0,0.0,59.0
2012-01-05 16:00:00,4,,60.0,,-14.0,23.77,1028.1,5.0,NW,2.0,0.0,0.0,60.0
2012-01-05 17:00:00,4,,71.0,,-13.0,27.66,1029.1,4.0,SW,3.0,0.0,0.0,71.0
2012-01-05 18:00:00,4,,84.0,,-12.0,32.19,1029.1,3.0,NW,2.0,0.0,0.0,84.0
2012-01-05 19:00:00,4,,72.0,,-12.0,32.19,1029.1,3.0,NW,4.0,0.0,0.0,72.0
2012-01-05 20:00:00,4,,64.0,,-12.0,34.56,1030.1,2.0,SW,2.0,0.0,0.0,64.0
2012-01-05 21:00:00,4,,50.0,,-4.0,55.91,1029.1,4.0,cv,2.0,0.0,0.0,50.0
2012-01-05 22:00:00,4,,48.0,,-3.0,64.66,1029.1,3.0,NE,2.0,0.0,0.0,48.0
2012-01-05 23:00:00,4,,45.0,,-3.0,64.66,1030.1,3.0,NE,3.0,0.0,0.0,45.0
2012-01-06 00:00:00,4,,49.0,,-3.0,64.66,1029.1,3.0,NE,4.0,0.0,0.0,49.0
2012-01-06 01:00:00,4,,52.0,,-3.0,64.66,1030.1,3.0,NE,7.0,0.0,0.0,52.0
2012-01-06 02:00:00,4,,53.0,,-2.0,69.64,1029.1,3.0,NE,11.0,0.0,0.0,53.0
2012-01-06 03:00:00,4,,50.0,,-3.0,64.66,1030.1,3.0,NE,14.0,0.0,0.0,50.0
2012-01-06 04:00:00,4,,57.0,,-3.0,64.66,1030.1,3.0,NE,17.0,0.0,0.0,57.0
2012-01-06 05:00:00,4,,56.0,,-4.0,60.0,1030.1,3.0,NE,20.0,0.0,0.0,56.0
2012-01-06 06:00:00,4,,56.0,,-4.0,60.0,1030.1,3.0,NE,22.0,0.0,0.0,56.0
2012-01-06 07:00:00,4,,58.0,,-5.0,51.84,1030.1,4.0,NE,25.0,0.0,0.0,58.0
2012-01-06 08:00:00,4,,43.0,,-4.0,55.91,1031.2,4.0,NE,28.0,0.0,0.0,43.0
2012-01-06 09:00:00,4,,42.0,,-3.0,60.25,1031.8,4.0,NE,32.0,0.0,0.0,42.0
2012-01-06 10:00:00,4,,41.0,,-3.0,56.18,1032.9,5.0,NE,36.0,0.0,0.0,41.0
2012-01-06 11:00:00,4,,34.0,,-6.0,44.8,1031.8,5.0,NE,39.0,0.0,0.0,34.0
2012-01-06 12:00:00,4,,43.0,,-6.0,41.79,1031.2,6.0,NE,43.0,0.0,0.0,43.0
2012-01-06 13:00:00,4,,42.0,,-7.0,38.7,1031.2,6.0,NE,48.0,0.0,0.0,42.0
2012-01-06 14:00:00,4,,31.0,,-7.0,36.13,1031.2,7.0,NE,50.0,0.0,0.0,31.0
2012-01-06 15:00:00,4,,35.0,,-5.0,42.1,1031.2,7.0,NE,54.0,0.0,0.0,35.0
2012-01-06 16:00:00,4,,29.0,,-5.0,42.1,1031.2,7.0,NE,58.0,0.0,0.0,29.0
2012-01-06 17:00:00,4,,31.0,,-4.0,48.63,1031.8,6.0,NE,61.0,0.0,0.0,31.0
2012-01-06 18:00:00,4,,34.0,,-3.0,52.41,1032.9,6.0,NE,65.0,0.0,0.0,34.0
2012-01-06 19:00:00,4,,39.0,,-2.0,60.51,1033.9,5.0,NE,71.0,0.0,0.0,39.0
2012-01-06 20:00:00,4,,39.0,,-2.0,64.9,1033.9,4.0,NE,75.0,0.0,0.0,39.0
2012-01-06 21:00:00,4,,44.0,,-3.0,64.66,1034.9,3.0,NE,79.0,0.0,0.0,44.0
2012-01-06 22:00:00,4,,41.0,,-2.0,74.78,1034.9,2.0,NE,82.0,0.0,0.0,41.0
2012-01-06 23:00:00,4,,44.0,,-3.0,74.59,1034.9,1.0,NE,85.0,0.0,0.0,44.0
2012-01-07 00:00:00,4,,46.0,,-3.0,74.59,1034.9,1.0,NW,3.0,0.0,0.0,46.0
2012-01-07 01:00:00,4,,52.0,,-2.0,86.37,1034.9,0.0,NE,2.0,0.0,0.0,52.0
2012-01-07 02:00:00,4,,52.0,,-2.0,80.34,1034.9,1.0,NE,4.0,0.0,0.0,52.0
2012-01-07 03:00:00,4,,53.0,,-2.0,86.37,1034.9,0.0,NE,8.0,0.0,0.0,53.0
2012-01-07 04:00:00,4,,43.0,,-2.0,86.37,1034.9,0.0,NE,11.0,0.0,0.0,43.0
2012-01-07 05:00:00,4,,47.0,,-3.0,80.19,1034.9,0.0,NE,13.0,0.0,0.0,47.0
2012-01-07 06:00:00,4,,56.0,,-3.0,80.19,1034.9,0.0,NE,15.0,0.0,0.0,56.0
2012-01-07 07:00:00,4,,57.0,,-3.0,80.19,1034.9,0.0,NE,18.0,0.0,0.0,57.0
2012-01-07 08:00:00,4,,65.0,,-1.0,80.49,1035.9,2.0,NE,21.0,0.0,0.0,65.0
2012-01-07 09:00:00,4,,69.0,,0.0,70.06,1036.9,5.0,NE,24.0,0.0,0.0,69.0
2012-01-07 10:00:00,4,,57.0,,0.0,61.01,1036.9,7.0,NE,27.0,0.0,0.0,57.0
2012-01-07 11:00:00,4,,33.0,,0.0,56.99,1035.9,8.0,NE,33.0,0.0,0.0,33.0
2012-01-07 12:00:00,4,,27.0,,0.0,56.99,1034.9,8.0,NE,38.0,0.0,0.0,27.0
2012-01-07 13:00:00,4,,27.0,,-1.0,52.98,1033.9,8.0,NE,42.0,0.0,0.0,27.0
2012-01-07 14:00:00,4,,22.0,,-2.0,49.22,1032.9,8.0,NE,47.0,0.0,0.0,22.0
2012-01-07 15:00:00,4,,26.0,,-2.0,49.22,1032.9,8.0,NE,51.0,0.0,0.0,26.0
2012-01-07 16:00:00,4,,27.0,,-1.0,52.98,1033.9,8.0,NE,55.0,0.0,0.0,27.0
2012-01-07 17:00:00,4,,27.0,,-2.0,52.7,1033.9,7.0,NE,59.0,0.0,0.0,27.0
2012-01-07 18:00:00,4,,37.0,,-1.0,60.76,1033.9,6.0,NE,62.0,0.0,0.0,37.0
2012-01-07 19:00:00,4,,33.0,,-1.0,60.76,1033.9,6.0,NE,67.0,0.0,0.0,33.0
2012-01-07 20:00:00,4,,43.0,,-1.0,60.76,1033.9,6.0,NE,72.0,0.0,0.0,43.0
2012-01-07 21:00:00,4,,33.0,,-1.0,60.76,1033.9,6.0,NE,76.0,0.0,0.0,33.0
2012-01-07 22:00:00,4,,32.0,,-1.0,60.76,1033.9,6.0,NE,80.0,0.0,0.0,32.0
2012-01-07 23:00:00,4,,25.0,,-1.0,60.76,1032.9,6.0,NE,84.0,0.0,0.0,25.0
2012-01-08 00:00:00,4,,26.0,,-1.0,60.76,1032.9,6.0,NE,88.0,0.0,0.0,26.0
2012-01-08 01:00:00,4,,24.0,,-1.0,60.76,1032.9,6.0,NE,91.0,0.0,0.0,24.0
