datetime,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_Average
2010-01-10 02:00:00,4,,,,83.0,-17.0,66.0,1033.0,-12.0,NW,4.91,0.0,0.0,83.0
2010-01-10 03:00:00,4,,,,62.0,-17.0,71.0,1033.0,-13.0,NW,8.04,0.0,0.0,62.0
2010-01-10 04:00:00,4,,,,40.0,-19.0,65.0,1032.0,-14.0,NW,9.83,0.0,0.0,40.0
2010-01-10 05:00:00,4,,,,23.0,-18.0,66.0,1032.0,-13.0,NW,12.96,0.0,0.0,23.0
2010-01-10 06:00:00,4,,,,25.0,-19.0,60.0,1032.0,-13.0,NW,16.09,0.0,0.0,25.0
2010-01-10 07:00:00,4,,,,27.0,-19.0,65.0,1033.0,-14.0,NW,19.22,0.0,0.0,27.0
2010-01-10 08:00:00,4,,,,35.0,-19.0,65.0,1034.0,-14.0,NW,22.35,0.0,0.0,35.0
2010-01-10 09:00:00,4,,,,50.0,-17.0,66.0,1033.0,-12.0,NW,24.14,0.0,0.0,50.0
2010-01-10 10:00:00,4,,,,70.0,-16.0,48.0,1033.0,-7.0,NE,4.02,0.0,0.0,70.0
2010-01-10 11:00:00,4,,,,75.0,-15.0,52.0,1033.0,-7.0,NW,3.13,0.0,0.0,75.0
2010-01-10 12:00:00,4,,,,58.0,-15.0,52.0,1032.0,-7.0,NW,6.26,0.0,0.0,58.0
2010-01-10 13:00:00,4,,,,70.0,-14.0,53.0,1031.0,-6.0,NW,9.39,0.0,0.0,70.0
2010-01-10 14:00:00,4,,,,68.0,-14.0,53.0,1031.0,-6.0,NW,12.52,0.0,0.0,68.0
2010-01-10 15:00:00,4,,,,71.0,-13.0,53.0,1030.0,-5.0,NW,14.31,0.0,0.0,71.0
2010-01-10 16:00:00,4,,,,88.0,-14.0,49.0,1031.0,-5.0,NW,16.1,0.0,0.0,88.0
2010-01-10 17:00:00,4,,,,84.0,-14.0,53.0,1031.0,-6.0,NW,19.23,0.0,0.0,84.0
2010-01-10 18:00:00,4,,,,83.0,-13.0,62.0,1032.0,-7.0,NW,23.25,0.0,0.0,83.0
2010-01-10 19:00:00,4,,,,66.0,-15.0,48.0,1032.0,-6.0,NW,27.27,0.0,0.0,66.0
2010-01-10 20:00:00,4,,,,27.0,-15.0,48.0,1033.0,-6.0,NW,30.4,0.0,0.0,27.0
2010-01-10 21:00:00,4,,,,24.0,-15.0,42.0,1034.0,-4.0,NW,35.32,0.0,0.0,24.0
2010-01-10 22:00:00,4,,,,22.0,-16.0,38.0,1034.0,-4.0,NW,44.26,0.0,0.0,22.0
2010-01-10 23:00:00,4,,,,23.0,-17.0,38.0,1035.0,-5.0,NW,52.31,0.0,0.0,23.0
2010-01-11 00:00:00,4,,,,27.0,-17.0,41.0,1035.0,-6.0,NW,60.36,0.0,0.0,27.0
2010-01-11 01:00:00,4,,,,23.0,-17.0,48.0,1035.0,-8.0,cv,0.89,0.0,0.0,23.0
2010-01-11 02:00:00,4,,,,17.0,-19.0,51.0,1036.0,-11.0,NW,4.02,0.0,0.0,17.0
2010-01-11 03:00:00,4,,,,17.0,-20.0,47.0,1036.0,-11.0,NW,8.94,0.0,0.0,17.0
2010-01-11 04:00:00,4,,,,16.0,-21.0,43.0,1035.0,-11.0,NE,4.02,0.0,0.0,16.0
2010-01-11 05:00:00,4,,,,16.0,-22.0,43.0,1035.0,-12.0,NW,3.13,0.0,0.0,16.0
2010-01-11 06:00:00,4,,,,20.0,-22.0,43.0,1035.0,-12.0,NE,4.92,0.0,0.0,20.0
2010-01-11 07:00:00,4,,,,20.0,-22.0,46.0,1036.0,-13.0,NW,5.81,0.0,0.0,20.0
2010-01-11 08:00:00,4,,,,18.0,-22.0,34.0,1036.0,-9.0,NW,13.86,0.0,0.0,18.0
2010-01-11 09:00:00,4,,,,25.0,-22.0,36.0,1036.0,-10.0,NW,21.91,0.0,0.0,25.0
2010-01-11 10:00:00,4,,,,26.0,-22.0,34.0,1036.0,-9.0,NW,29.06,0.0,0.0,26.0
2010-01-11 11:00:00,4,,,,27.0,-21.0,37.0,1036.0,-9.0,NW,33.08,0.0,0.0,27.0
2010-01-11 12:00:00,4,,,,28.0,-20.0,32.0,1035.0,-6.0,NW,42.02,0.0,0.0,28.0
